Page,URL,Topic,Question,Answer,Label
Finance Day -elements of a reform,https://qutii.org/index.php/Finance_Day_-elements_of_a_reform,climate change,,- Non-state actors’ use of carbon finance in their overall climate strategies requires scrutiny. Carbon credits must not displace companies’ investment in reducing their own emissions. Buyers of credits need to engage and support the Science-Based Targets Initiative and Voluntary Carbon Markets Integrity Initiative (VCMI) to shape common understanding and standards. - Information infrastructure to help transparency. - A broad multi-stakeholder network led by existing governance initiatives,r
Finance Day -elements of a reform,https://qutii.org/index.php/Finance_Day_-elements_of_a_reform,climate change,"What's the evidence that for some countries of the Congo basin, the revenue generated by carbon credits can represent a significant proportion of GDP?","The estimates show that carbon credits can generate in Africa about $1 billion when priced at $10/tCO2e and about $82 billion at $120/tCO2e. These resources can be reinvested in several development priorities. At $50/tCO2e, the revenue from carbon credits can represent 3.09%, 6.37% and 4.23% of GDP and at $120/tCO2e, the revenue from carbon credits can represent 12.99%, 36.7% and 24.29% of GDP, for Gabon, Republic of Congo and Democratic Republic of Congo respectively.",f
Finance Day -elements of a reform,https://qutii.org/index.php/Finance_Day_-elements_of_a_reform,climate change,How much reached the private philantropy flows in 2018?,"Cross-border private philanthropy from all sources was about $70 billion, $48 billion of which came from the United States.",a
Finance Day -elements of a reform,https://qutii.org/index.php/Finance_Day_-elements_of_a_reform,climate change,What is the Global Energy Alliance for People and Planet (GEAPP)?,"It is a partnership launched at COP26, which brings together philanthropic institutions, development finance institutions and country partners to accelerate investment in green energy transitions and renewable power solutions in developing and emerging economies worldwide. Over the next decade, the Alliance aims to unlock $100 billion in public and private capital to enhance energy access; tackle climate change; and create jobs. The Alliance aims to provide more than $10 billion to focus on fossil fuel transitioning, grid-based renewables, and distributed renewables.",f
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity ,What could a compensation mechanism like net-zero biodiversity loss mean to biodiversity?,"Although it is true that compensation mechanisms do not implicitly entail putting a price on biodiversity, the current context and the balance of power among their proponents will surely lead to the application of economic valuation of biodiversity. This has been the case in the carbon markets, forest restoration credits in Brazil and various situations at EU level. [[1]]",s
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,What is the justification backing compensation credits?,"There is a strong economic justification for incentives that encourage private land owners towards nature focused management of their land including payments for ecosystem services as well as confirmation of benefits of ecological restoration. The rationale behind market driven instruments for biodiversity conservation is that positive and negative impacts on biodiversity can be measured and represented as credits and debts, and as such can be integrated in economic-decision making.[2]",s
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,How do compensation credits work?,"A business may have to pay for regulatory mitigation of its biodiversity impact, or may wish to contribute to a voluntary net-positive impact on ecosystems thus improving its image and reputation towards its customers. Likewise, if a landowner may gain a profit from protecting or restoring a habitat, they may provide more habitat protection than they would have done without compensation.[3]",t
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,Describe 'Compensation credits'.    ,Compensation credits is a financial tool through which compensation sites are acquired. [[4]],o/a
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,Biodiversity Offsets vs biodiversity credits,"Biodiversity offsets are relatively common in many countries and are used to compensate for biodiversity loss with a goal to create a ""no net loss"", or even a net gain of biodiversity often connected to land exploitation for building, mining and other activities with negative environmental impact. Biodiversity offsets are often a legal requirement in many countries in order to obtain, for example, an exploitation permit by a state agency. Biodiversity credits, on the other hand, are not a legal requirement, and can therefore be used to describe a positive biodiversity impact resulting from a targeted action towards that purpose.[5]",t
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,Why NNL can't be considered a transformational solution to biodiversity loss?,"NNL is far from the transition to the transformational change that is needed to stop the loss, erosion and extinction of biodiversity.[[6]]",t
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,What/s the issue with offset mechanisms?,One issue with offset activities – whether to restore degraded land or to protect existing biodiversity – is that they require vast amounts of available land even when the impact is only on a small area. [[7]],t
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,What is issue with no-net-loss measurement?,The sum of losses and gains in the theoretical scenarios gives the no-net loss result. However the theoretical scenari can never be verified. [[8]],a
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,Why many countries can hardly compensate biodiversity loss?,"Because in many countries, there is simply no land available to fully compensate for the enormous losses of biodiversity expected in the future.  [[9]]",s
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,What is the calculation behind no-net biodiversity loss?,The gain is obtained through calculations and methodologies based on data on vegetation or species available.[[10]],a
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,What is NNL (no net loss)?,A global framework for biodiversity.[[11]],f
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,What is the financial tool supporting biodiversity strategies?,Compensation credits.[[12]],t
No Net Loss of biodiversity (NNL),https://qutii.org/index.php/No_Net_Loss_of_biodiversity_(NNL)?veaction=edit,biodiversity,Who is particularly affected by biodiversity?,Indigenous people.[[13]],f
